participantId,DV_BeliefChange_Specific,Pre_Belief_Specific,Post_Belief_Specific,PercentChange,BCTI_Difference,BCTI_pre,DV_BeliefChange_General,DV_BeliefChange_Specific_Post2FU,Education_Cat,AgeYears,IH,AOT,Importance,InstitutionalTrust,Extremism,religion,genai_trust,OpenendedResponseWordCount,StudyNumber,dbscan_cluster,GenderCat,PartyCat
8ABA35BE4FF24A6DAE895F3CDFE22BDA,19.0,85.0,66.0,22.3529411764706,,,,,Masters,68.0,,,4.0,6.8,3.0,8.0,5.0,77.0,2.0,Aliens  (12.79%),Female,Democrat
3E989D35F5554D25BB0DC7E166E453BA,0.0,81.0,81.0,0.0,,,,,SomeCollege,61.0,,,4.0,3.2,2.0,1.0,2.0,32.0,2.0,JFK  (15.14%),Male,Republican
B42FB369B5104E7EAB4BB0866A6F8EBE,-1.0,60.0,61.0,-1.66666666666667,,,,,JD/MD,70.0,,,2.0,5.6,1.0,7.0,4.0,25.0,2.0,Not Classified  (29.00%),Male,Independent
C15FD043802C4D9DA0F26508D89A60F1,0.0,100.0,100.0,0.0,,,,,Bachelors,69.0,,,7.0,3.4,3.0,8.0,1.0,113.0,2.0,Not Classified  (29.00%),Male,Republican
40EFF561537C4854A700C7E6ADA79422,87.0,100.0,13.0,87.0,,,,,SomeCollege,41.0,,,6.0,,1.0,8.0,4.0,78.0,2.0,Illuminati / New World Order  (4.98%),Female,Independent
312642AC1BAC48A98BCA5FF4078B3859,0.0,100.0,100.0,0.0,,,,,SomeCollege,70.0,,,8.0,4.2,2.0,8.0,6.0,226.0,2.0,September 11th  (6.30%),Male,Republican
B7F7832409EE4FE1B88415AF2DB17D9E,-9.0,71.0,80.0,-12.6760563380282,,,,,Bachelors,62.0,,,6.0,5.2,2.0,8.0,5.0,232.0,2.0,2020 Election Fraud  (4.44%),Female,Republican
EF4E4EB37BC44094B55916C73E0085E2,-2.0,75.0,77.0,-2.66666666666667,,,,,Bachelors,37.0,,,4.0,0.2,2.0,2.0,1.0,242.0,2.0,Not Classified  (29.00%),Female,Democrat
FB184C52573B459A9A0EF62EBB06A22B,28.0,51.0,23.0,54.9019607843137,,,,,Masters,29.0,,,2.0,6.6,1.0,6.0,6.0,97.0,2.0,Not Classified  (29.00%),Female,Independent
87119B5094154CF091E8ADA1911D02A5,9.0,70.0,61.0,12.8571428571429,,,,,Masters,28.0,,,4.0,5.0,2.0,8.0,4.0,88.0,2.0,JFK  (15.14%),Male,Democrat
E00FE3F926504F12A763173EBB54E91D,40.0,50.0,10.0,80.0,,,,,Bachelors,58.0,,,1.0,8.2,1.0,1.0,6.0,74.0,2.0,JFK  (15.14%),Male,Republican
DB80F7959180417D89138C7D6501D9EB,-5.0,85.0,90.0,-5.88235294117647,,,,,SomeCollege,20.0,,,6.0,1.8,1.0,8.0,5.0,34.0,2.0,Not Classified  (29.00%),Male,NA
30D25D3294DD4335BA4792828C71B7C7,27.0,79.0,52.0,34.1772151898734,,,,,Bachelors,26.0,,,4.0,3.0,1.0,3.0,3.0,129.0,2.0,Jeffrey Epstein  (3.66%),Female,Independent
918F9C7994294FE7AAEB36C61FD3F716,-2.0,97.0,99.0,-2.06185567010309,,,,,Bachelors,58.0,,,2.0,3.6,3.0,8.0,6.0,49.0,2.0,Aliens  (12.79%),Male,Republican
C5D221F3F24D4FC69E19B762A31A72F7,9.0,75.0,66.0,12.0,,,,,Bachelors,45.0,,,6.0,6.6,1.0,3.0,5.0,29.0,2.0,Aliens  (12.79%),Male,Democrat
0CA6D66EEB91468B8A04190507F75569,50.0,100.0,50.0,50.0,,,,,HighSchool,31.0,,,0.0,1.0,1.0,5.0,7.0,32.0,2.0,Moon Landing  (4.49%),Male,NA
1BB3488924EC4783A23C5E23FA6F1CFF,1.0,61.0,60.0,1.63934426229508,,,,,Masters,48.0,,,2.0,3.0,1.0,2.0,2.0,87.0,2.0,Not Classified  (29.00%),Male,Democrat
1A7A973EBA6B46E3BB0840196EFFCB85,18.0,100.0,82.0,18.0,,,,,Associate,72.0,,,8.0,5.4,3.0,8.0,4.0,63.0,2.0,JFK  (15.14%),Female,Republican
C90FD096652D4575A305D36FB8784DC2,0.0,100.0,100.0,0.0,,,,,Bachelors,30.0,,,4.0,3.2,1.0,8.0,4.0,166.0,2.0,JFK  (15.14%),Male,Democrat
0F54E65898B74092AE787C7ACE5BCE16,40.0,90.0,50.0,44.4444444444444,,,,,SomeCollege,30.0,,,3.0,3.2,1.0,4.0,3.0,120.0,2.0,Aliens  (12.79%),Female,NA
176B40DB9C0E4C7A9EC1E3EC0095D980,0.0,100.0,100.0,0.0,,,,,SomeCollege,50.0,,,4.0,1.2,2.0,2.0,5.0,264.0,2.0,2020 Election Fraud  (4.44%),Male,Republican
B79F050C4982475DAA8E0C3795F852CE,2.0,100.0,98.0,2.0,,,,,Bachelors,29.0,,,6.0,2.8,1.0,8.0,4.0,178.0,2.0,Not Classified  (29.00%),Female,Independent
0B47AA52A87546219713EBE2AD7E32B6,-3.0,80.0,83.0,-3.75,,,,,SomeCollege,37.0,,,4.0,1.2,1.0,8.0,3.0,95.0,2.0,Not Classified  (29.00%),Female,Independent
8321302CECA448C6A436AC96834C0528,22.0,65.0,43.0,33.8461538461538,,,,,Masters,48.0,,,4.0,5.6,2.0,8.0,6.0,76.0,2.0,Aliens  (12.79%),Male,Republican
EE0AFF88B29D4E72A7FAA6488A72882C,1.0,91.0,90.0,1.0989010989011,,,,,Associate,58.0,,,6.0,5.0,2.0,8.0,3.0,114.0,2.0,2020 Election Fraud  (4.44%),Male,Republican
C80265A09BE241BB99B9A7F60336E099,1.0,87.0,86.0,1.14942528735632,,,,,Bachelors,26.0,,,4.0,3.6,1.0,6.0,5.0,76.0,2.0,Moon Landing  (4.49%),Female,Democrat
02FFED5FE7BA42D8B1F06CB410DDE9ED,1.0,86.0,85.0,1.16279069767442,,,,,Bachelors,48.0,,,3.0,2.2,1.0,5.0,3.0,67.0,2.0,JFK  (15.14%),Male,Independent
C9E83081A2B34DB8A3979763CBD03EF6,0.0,100.0,100.0,0.0,,,,,Bachelors,60.0,,,6.0,3.2,1.0,2.0,2.0,208.0,2.0,JFK  (15.14%),Male,Independent
996EC505B93C4829BF22C01ABC94A238,35.0,72.0,37.0,48.6111111111111,,,,,Bachelors,29.0,,,3.0,4.8,2.0,2.0,3.0,70.0,2.0,Illuminati / New World Order  (4.98%),Female,Democrat
258A7DC25E814C7182E41571A6CA9DD4,17.0,67.0,50.0,25.3731343283582,,,,,Bachelors,40.0,,,5.0,3.4,1.0,7.0,5.0,135.0,2.0,Not Classified  (29.00%),Male,Independent
B4AA8B7F825A4D2EA7E39EE97795CFB8,55.0,80.0,25.0,68.75,,,,,SomeCollege,32.0,,,6.0,,1.0,8.0,4.0,64.0,2.0,September 11th  (6.30%),Male,Independent
49B72D163C884C01A345E833E2AFCAC8,50.0,75.0,25.0,66.6666666666667,,,,,HighSchool,28.0,,,0.0,0.0,1.0,6.0,3.0,145.0,2.0,Not Classified  (29.00%),Male,Independent
B96EBB03B066448BB18D71086DE87111,39.0,81.0,42.0,48.1481481481481,,,,,Bachelors,76.0,,,4.0,5.4,1.0,5.0,2.0,62.0,2.0,2020 Election Fraud  (4.44%),Male,Independent
A8843C298B384E86BC1FD9BA5DC7CAAC,0.0,98.0,98.0,0.0,,,,,PhD,53.0,,,7.0,1.8,3.0,8.0,1.0,189.0,2.0,2020 Election Fraud  (4.44%),Male,Republican
E4E06B4768E94EDBBD76DC40F2B1CE68,0.0,90.0,90.0,0.0,,,,,SomeCollege,61.0,,,6.0,5.6,1.0,5.0,4.0,126.0,2.0,September 11th  (6.30%),Female,Republican
